x,y
87.46428216,75.19636864
22.03507732,42.07336537
85.6195707,81.00449162
55.98360721,15.42342059
87.19443929,57.88341703
55.74463243,50.09184444
47.08197057,3.969590016
55.41019302,64.78472327
63.96378593,68.0541585
16.85125314,59.39451994
94.23589762,31.09946112
89.92085263,62.45787328
36.44616544,83.61011308
16.90839347,46.92239268
79.42313799,47.18101185
85.32604071,91.23952495
22.08021964,88.48452101
21.53341723,55.38031275
56.88747789,20.6124836
8.361244551,30.87849331
0.0698659135,16.11129588
16.0894802,42.05274327
20.58357856,52.85286997
13.58345233,15.65187105
6.005442287,85.17929683
99.39644157,87.26732816
73.1576157,79.51902583
81.08942346,28.68649809
38.48121617,20.38348166
17.57323891,21.11208881
2.712277439,21.1034008
73.72628344,4.215317513
82.76245543,49.15698485
10.24352111,40.81414861
72.10601794,46.94819209
83.10756197,26.39602145
40.69021684,17.95696454
59.6353437,46.3337223
89.72935916,16.25364069
88.40342259,8.09777441
5.170016887,25.43345432
12.65524734,22.51789935
82.09630901,49.64186087
30.74129097,25.84743084
11.50305256,75.34106467
23.30023286,87.31050742
41.92182617,34.9580722
70.72516406,15.27041779
48.03818819,99.39923145
97.23834749,45.92356867
47.46476499,85.29422997
45.73927607,5.303488863
63.70457542,13.76265058
17.22663872,72.30253546
94.69787795,44.97155095
45.33325327,11.0993575
81.25487387,82.90369326
8.333138196,64.30664551
21.71363197,10.32817493
93.50176911,50.64946714
42.22069604,33.68956479
33.67067541,86.50933733
29.37732518,16.07425175
73.50914206,99.49471437
4.085644621,75.99970932
65.10902529,0.709506034
31.58424738,48.64330694
89.11370992,65.31095877
81.27784859,29.16650472
97.20973078,32.66334381
78.11836716,46.1351288
49.4710837,91.78956419
55.53839635,93.45110569
1.489690071,44.20364202
6.321649361,15.13175112
68.32181609,49.35552905
33.33126589,98.97465173
44.00460528,43.45367659
28.51261063,0.702853886
92.42888425,23.73784868
11.31210828,99.01826278
50.76195388,55.03970851
88.03524316,57.85178425
63.5941895,36.08966893
87.9364625,8.827885454
38.18213156,62.46237294
86.79171357,47.21069215
53.31465735,35.22894577
51.83272127,3.717123537
34.13830191,19.3527737
57.17315916,67.1700698
44.26100303,91.55685464
87.02230726,67.34495278
97.53555343,55.28506892
51.50376938,73.78795618
19.7287515,13.44624951
64.35096332,44.34099681
34.33041781,10.17611931
41.31525013,89.31842066
89.5726305,22.10066869
16.97834479,91.78928397
28.73528051,26.9090621
46.9290217,65.10893641
21.32311764,96.82323321
22.03898846,21.45516671
22.2336576,43.99326791
29.20053659,50.59865954
5.127820725,59.95004157
5.71000302,41.33733584
82.53247412,59.66059579
13.05721512,94.37939622
34.38872548,10.82231332
78.7464488,82.73354069
77.54710836,57.31927239
80.18082236,92.22598722
79.11174197,76.1628864
55.89272768,61.44561882
91.84115651,86.42759953
16.1981,38.04837003
75.77028221,24.46126586
18.51638725,6.644310398
53.19823638,90.58798075
89.6340607,76.62553912
49.76442879,65.46555429
20.53590933,64.55174494
44.0787277,72.66496216
32.71501302,19.95305524
39.54775212,48.83940654
7.208942074,58.49420246
73.24113013,57.2308441
57.72647547,86.08156698
28.93569917,8.950452015
37.89484649,51.27147451
21.62464046,37.59822893
75.36405085,86.42834955
70.38171228,6.29534899
26.38405582,80.55133828
33.94276147,16.43821457
29.00965962,97.22443152
0.348893608,7.928172559
52.68271587,15.94555763
24.20599831,5.462098239
77.3625768,43.96757298
66.34683504,11.16130554
8.260924631,64.61051576
23.2609537,21.60035975
52.39145403,3.344776763
47.84983111,90.70599482
52.17481182,11.12053424
71.72696437,85.35453805
15.12111658,48.13887352
39.77907811,54.87509214
85.0417066,70.13932713
92.77190541,25.55956969
70.17287233,18.73458958
1.761057682,63.04970877
86.33506075,50.80337127
69.31506274,38.89090901
11.48151695,81.35866474
99.7902553,7.881033943
45.32453812,61.77163294
71.93318592,4.811450055
59.7582435,71.60361949
30.22450139,17.20505286
14.40349354,5.795353897
80.91343653,55.18214687
38.97397468,42.84443195
28.07996306,81.59103182
69.22691732,11.5386096
93.67932878,29.58334516
7.409064622,11.47016341
82.52971308,64.01903271
5.118373779,80.35037115
2.600986151,80.69524387
15.33115687,88.13028292
36.50846542,25.63900247
20.91605082,87.3536304
68.10286679,67.58206164
3.008313877,22.11672491
29.98373124,83.21070399
71.85319791,52.4666563
95.69834912,44.65190772
11.55346938,56.57992225
78.73691406,24.17605305
74.18886678,75.84096127
72.40598636,38.75028431
91.43606297,30.40401268
30.32858463,95.22129236
25.6714125,32.31436199
46.1554032,73.93665366
2.70037779,90.6288157
81.5315928,94.00283789
2.914835864,17.14031153
85.84890049,65.76185149
10.15932068,28.99391199
47.22519995,88.15203236
59.41354853,19.93298329
6.630979312,25.87699156
39.75858458,99.98820913
98.86526986,88.22556312
97.76874202,80.14508794
6.123572883,35.26221219
51.27056862,42.35568879
57.40082058,24.51882174
47.13412723,50.66932079
57.81564035,37.94671484
10.84985213,8.43430452
11.88678566,13.65570388
47.38574077,86.15119953
78.27431687,38.03620812
67.95654602,16.39334013
18.0466194,23.63780654
73.64373503,80.13798237
42.59558853,9.455211071
91.92027532,98.40041947
83.09016484,56.45027408
27.13508887,36.10726283
17.40402405,60.88011276
50.59641485,7.853302897
69.37563345,88.16755909
60.38578994,31.03833169
37.85786787,50.54611589
55.17087885,84.71118458
94.88546816,37.20712714
54.88526042,68.65391439
85.07754053,4.150800943
4.763397398,42.86723238
12.67199104,68.54685858
67.92732377,71.61167246
18.70491094,77.72187196
36.82872024,94.68701338
85.67908127,81.21532581
46.91232599,97.08370964
19.27063473,31.31157564
60.24206586,51.64121361
36.12626829,0.318798296
88.23112203,9.855558088
79.4411369,17.61762901
47.44572992,55.60240045
37.68571258,42.33843682
21.71639728,19.79961346
72.28137411,75.36253245
4.113986207,41.07829555
2.931310264,60.04797755
57.86601303,59.97371862
67.42340096,97.18172701
91.19537462,52.35367881
83.08957402,56.87030928
70.72661097,89.7974691
79.49790369,37.89378073
55.54457689,96.38729699
55.40152705,41.60495808
13.53542423,52.99541803
94.57733939,32.95535989
6.62972862,92.70440991
19.57601727,24.60587785
50.32007755,17.13589911
93.38143172,90.39309473
84.77516212,50.81232193
76.41166361,1.701520887
92.99533432,55.9695496
4.334915929,66.12796935
49.03748483,12.73263526
6.42864901,80.9641664
12.00429824,75.71323283
50.17746571,76.7909882
73.78730149,19.97129973
56.7223833,24.57553756
73.16062685,81.40406103
26.67555135,73.76702154
34.68358969,69.77863397
12.21404777,69.01444924
51.59086059,89.09393513
19.51368483,65.56985947
90.55738985,69.42016903
40.23371399,19.95472211
28.46651994,68.02657483
55.48877571,84.37174142
85.9939222,70.5539609
22.75138763,21.89165917
54.38951122,80.09957044
73.79974567,96.68625597
39.75441646,65.23922445
41.19332969,32.31647755
51.25340575,80.30106486
79.22894527,78.84497796
63.05659209,47.61207968
37.60277506,80.88987894
94.97455292,43.94022617
88.28393725,39.7448484
18.59617225,55.54675945
96.9397511,76.72118701
27.91706254,65.49570779
5.060623701,15.1081285
87.64152112,14.43852675
27.45643516,90.25908794
47.70129156,59.5315222
34.43405499,85.65783434
44.10607224,23.12782076
54.53270396,28.45603593
31.07718288,29.23202958
54.52273249,82.09955475
50.00195201,15.6859657
39.68799903,23.83170461
22.15321731,55.62087667
47.28379746,40.70550841
59.92950709,74.69372023
90.29740653,2.89955634
17.49759398,29.7142486
0.7333333,34.21046591
1.987183173,13.80689327
23.24322128,74.39108675
72.98306865,1.211654493
30.89817186,68.52702815
62.93092406,96.76748669
26.14442971,8.014132243
2.290612246,85.70253697
53.97454564,24.44446467
3.325178946,8.466872406
20.99118069,98.08537217
50.74017025,23.5727643
2.814125455,34.94061612
88.7681946,98.95547205
98.69777423,47.7930513
12.51899333,47.03537826
4.191217145,59.32283054
87.05230463,35.5203757
35.56627163,33.44452549
56.24840764,72.05302113
4.874632286,95.40261706
75.55582139,99.67608247
2.655714819,7.481429199
12.99265026,6.31205119
68.59971309,68.83557281
79.09053508,82.15546658
60.96043444,54.96239455
58.31721824,86.29748931
5.001306781,34.94009284
37.83003097,90.9772631
76.16363042,74.67691836
71.56468899,44.35774142
55.33845322,7.11068221
78.75892312,14.40543205
55.32745046,61.73236707
6.15819672,81.39823147
96.15774204,85.26969363
4.039003815,47.5214389
32.23380161,41.08345132
3.786306643,98.32980064
49.68321889,35.88083364
16.47734227,99.31642193
93.3386705,99.30254335
0.313078633,95.8049747
89.5669073,83.08985649
30.08552096,35.95014757
65.90441599,37.47254567
11.28757447,19.09030833
41.04820047,8.822647297
41.50934466,19.71344688
28.35327902,41.26454072
3.48617964,44.05933416
33.35743168,81.9138474
25.10465968,24.54093098
32.62237341,67.87821516
71.13452062,2.191893671
8.41593491,36.43303472
84.77962845,8.709665263
51.93844098,65.55553038
64.8623796,37.73468377
87.97853929,33.25262216
87.95659224,89.47316412
8.513381825,93.34629832
80.43957096,66.71670674
39.98747864,67.76848686
36.61247373,13.85019147
61.21876351,1.403587709
52.48770407,61.66087973
70.35493317,25.69723485
23.76666333,50.00707109
10.53132472,8.005693724
48.71684612,88.44837188
94.76379444,46.36282403
42.548076,87.37430835
2.097719781,49.23986638
20.83095231,37.59245818
22.65956856,60.10813545
52.02084139,54.92451995
59.80369933,97.18635616
48.96469172,63.86724903
67.4207285,74.35172537
90.77953985,83.31188048
89.11461231,59.27165519
97.40603669,3.413071061
56.62680941,74.70709572
86.29820285,58.66312878
3.999040783,51.7892288
3.002686323,33.19726757
48.01662124,83.63317857
74.53374985,92.31703376
48.86601218,12.51013832
46.81675882,72.06660898
74.97058102,58.27415949
61.90439565,74.12793925
39.08478868,32.5288262
72.41757404,14.12043317
1.326189613,92.93439334
97.02441435,46.77095001
4.305037367,29.14165536
88.18945572,77.65853478
45.49644583,43.38169011
32.96487695,85.3813641
97.84487989,79.06190073
32.69058026,11.31826682
62.09265609,36.76216161
34.32602881,93.13716027
12.73869947,7.955087802
79.87233513,39.40717071
94.34048816,75.1694485
52.13567181,22.28628429
91.15275206,83.7871535
19.17420695,90.43710848
60.10542715,53.03085345
9.174510276,4.429582925
40.96805032,3.009189415
56.67229549,36.8674328
68.34259867,80.05933235
99.84047776,70.13530761
45.69836633,16.47510974
44.62237065,88.65645885
29.37919503,28.98683129
37.61365802,53.14505449
24.47447627,11.07140541
18.68783098,32.51023573
89.04765912,94.18132217
98.58217123,23.22217725
2.341496656,93.55017094
99.29023994,16.63205431
41.85912218,1.87549845
6.134068463,11.15165622
70.91614651,64.46419891
36.81767202,99.65534092
1.020179272,49.94110538
58.10845798,86.61401024
82.66546089,65.79578018
87.30987406,13.26576705
52.80797804,25.34937391
36.55788822,56.82301173
51.06992685,11.57107474
50.08458556,52.58138724
70.45067797,24.14902551
21.10024587,70.25815237
84.46619689,44.71901417
93.90336635,50.51264584
88.89769443,21.87080559
35.8614904,49.7945939
51.44959134,52.83445424
96.22439476,24.50487238
7.737042821,23.15988451
64.17309481,22.43002488
78.94410365,39.40660175
7.894521853,0.960215521
77.77886733,87.36300758
25.87672766,62.69408534
23.27639932,21.42281139
10.59156992,59.36828099
83.79375216,81.28674344
51.98899536,64.7488292
67.32140678,26.26714501
37.67938684,66.1157029
82.37741381,14.63784162
0.620755091,9.632732084
33.73405674,5.654840884
40.26682661,1.882598748
27.18261593,83.68918304
20.84070902,31.83649729
57.57101943,69.87107692
80.49889279,36.01824856
66.95740051,84.13789015
49.1093414,35.24543428
71.0777122,58.71475484
45.6238832,98.80652623
73.74322,34.18688883
47.12231668,2.241532315
66.0838911,14.0268178
89.40652217,26.27856342
1.535193504,91.67886152
36.6651427,45.41002847
70.31698623,30.88294549
91.18269576,50.56873005
40.82021105,17.24132682
91.35946597,73.31315138
55.21612303,15.35645454
11.22050518,94.38183883
24.10597285,62.614517
47.74466066,42.48176051
90.30631045,33.30095456
10.22123879,36.55085954
36.99734468,80.02866159
37.17607158,84.06844033
42.36989998,84.69794907
7.031758349,47.82233927
69.4012698,90.949362
44.60543409,20.77044377
33.72710785,64.34408857
48.15017677,27.36469042
0.75085884,15.1072598
73.42172636,14.41110037
88.2328737,7.755321059
16.961726,59.41086636
88.47387507,30.81331913
94.45590687,81.30309322
54.12847342,98.31703975
19.53567213,35.09675577
56.85924994,9.394043618
53.92769161,18.87324779
4.689529788,48.30622195
6.581307914,40.47892224
37.53163439,29.5159572
51.08588864,57.24648435
36.81573024,64.06913189
92.40416711,33.53875601
20.40789653,7.657572356
72.07589108,50.31534893
34.41429523,36.77980918
59.80274959,28.67194107
67.13890249,8.08028859
16.9967534,9.954841873
18.50388094,35.07720266
20.89445687,32.48144123
22.91219894,31.6637144
99.98270779,79.73738557
42.53422225,1.552368708
10.47111967,47.36905094
89.34378407,46.32489735
30.8940337,55.18181102
10.59363841,71.76906857
73.48751248,44.31389384
43.32141561,0.566153616
23.72435429,71.58073338
70.28885581,81.0703977
47.97072063,31.85179047
53.68184711,59.35341762
82.34402743,15.43324779
70.52983961,52.48953853
44.43542825,40.10545137
99.55673139,98.33976737
8.98223268,89.29768905
55.58670323,23.93602897
45.71572095,83.48011641
99.91411648,38.57517425
38.88209813,60.04732694
13.0836499,26.75528427
39.71891931,74.96738088
7.917058852,49.42450749
75.67836859,30.7733067
85.13836977,61.07578523
58.51714783,84.19773995
33.3195829,83.60254271
7.942049706,67.16046915
79.57100087,12.20897606
35.32946874,55.28228435
18.46920539,18.33371908
20.82029927,18.36552816
86.29140951,36.0888554
48.7935198,51.45198461
16.95817025,38.52549158
62.10990231,95.07442052
37.84283584,68.606794
68.56097932,17.23170948
40.45864489,61.82945591
37.6179427,76.81732151
73.87949723,35.27760328
29.21317022,92.95265423
45.10688207,1.430267888
38.0528257,28.32196656
2.826687997,10.31083132
3.060282443,78.79378819
82.15662315,19.52786035
65.75738737,42.37872045
22.69340791,0.0530568298
38.33558993,96.1574608
23.12066948,65.22514776
27.74602452,52.10332166
3.562721962,15.11376724
60.91785789,16.6831752
88.9952096,11.8094276
27.54483876,60.7687992
71.59942822,42.15789309
11.14798512,44.26085316
14.39386573,59.51764662
17.24418282,60.83175871
52.02668914,15.45130166
35.83893861,49.58994439
78.12288014,35.21665787
43.0380964,19.1428731
47.44465439,38.26837325
25.67864825,38.61014704
97.68302238,84.44252306
56.01430535,39.40204084
83.20885024,50.67218744
12.93985943,64.96967086
12.042229,43.44254749
25.51959247,38.95589486
36.87652459,2.483410037
48.23294475,4.811338245
92.222909,55.4858934
12.03913009,14.01698671
63.51636271,96.18328599
15.93809908,90.06287259
58.21458097,95.66946996
51.0124293,29.08894218
52.69992074,31.5849575
18.46555258,1.484379843
96.10995146,10.09422034
87.71858911,56.4924729
60.41351406,75.55037984
85.19798098,80.70174814
13.83030196,38.61834959
85.22051915,90.88623369
60.200958,29.8847269
21.26099066,85.57237512
92.10163266,89.93169923
17.30406325,19.3079115
82.33925878,98.60767943
1.370961316,71.78026957
57.60635451,44.81764355
25.43892225,75.34454634
22.0832438,32.5607167
12.25929349,66.02717982
23.67903843,77.63023954
97.44545366,75.83028923
46.84579948,11.35406742
32.90994138,86.69585517
12.48258815,11.4507518
77.24624201,20.2853166
70.86713929,1.47057649
22.12300441,92.7647112
84.57110457,94.8320898
75.76553793,85.85566413
49.10312438,66.17033988
51.92873479,75.65560955
75.93284483,73.6000142
63.66058741,66.52531365
12.66045335,63.517114
50.8714504,52.93083025
35.63433346,40.11531915
18.9229368,70.49258369
19.38000513,60.34337541
47.27625846,97.89006501
0.955092789,97.89354042
87.56832976,20.48679648
95.38114016,89.58053529
86.899485,97.1307996
41.01887172,95.0172414
22.90435471,28.48756219
93.50924706,61.01802939
92.18251702,14.44493648
27.77056614,7.971811448
77.91797658,83.35538981
33.32636303,58.1889499
91.79020935,59.55353639
24.75976956,19.62769586
32.53543108,13.7784445
67.4330821,65.00928824
31.62316893,3.691305039
93.12645687,63.05540599
14.48738982,96.42395361
31.78033784,2.585937512
39.85103253,30.81881697
76.72763546,52.32772568
24.77108145,54.97682674
17.68327265,86.48905404
72.05497166,3.031176373
69.86912094,87.85571501
41.06276298,47.08159765
94.33652026,34.30316843
87.77159225,62.78639878
81.48756421,25.42088761
42.63206771,14.54795114
74.51780499,96.78120278
75.92062743,30.1377961
18.84663185,65.54621067
62.06263208,66.60502474
51.04273034,2.6084665
90.31063963,81.56694249
91.74205138,46.98098379
49.87699533,94.71018073
36.86481411,73.71741727
7.516494888,14.89335789
81.91038448,30.12032477
51.33082549,52.62535451
46.37017889,65.2116144
98.20989171,47.12083412
77.68156803,63.80455533
14.94297024,60.09259167
52.4072642,15.61183384
20.00537787,50.82695978
37.54182152,88.59089979
87.24138992,45.35899608
55.47000083,21.28548711
43.37099112,76.94217876
91.67691958,52.25466981
86.65236369,37.6697316
95.56375348,80.30481569
10.42629613,80.47649528
68.82747918,65.01016018
26.57819091,15.31075693
0.437474595,50.96931402
1.868008493,57.1193249
31.4441132,56.46885215
80.10956871,36.09623047
17.57788322,9.327048215
48.81122427,68.82925451
90.4161608,12.99856678
36.80021449,69.57582521
41.77832803,61.80094727
80.35999027,1.161154538
34.1484957,74.6306938
36.96453248,94.60256706
23.4932956,75.52788541
20.1353888,0.88705782
72.38850441,98.63731864
9.803811349,8.056368883
48.42150444,77.61821468
82.48046881,65.90306941
66.0345312,80.58435917
62.27324972,78.06833299
90.00723311,3.645313848
55.70277556,41.20066044
8.009785669,20.62531145
83.09186123,84.42551941
80.37397661,54.68729798
78.03928975,24.15709221
49.60939206,86.9980914
73.47644679,73.565322
83.78638506,70.58209277
97.92676622,66.57040211
14.09309836,74.75895273
44.9027208,46.78530622
34.76281259,49.80065437
36.34879129,85.25989774
29.64599499,61.1686194
50.86457624,58.73798079
3.228125848,20.26360992
8.950644043,40.61210082
56.58040209,53.08460244
92.2600483,90.58765466
6.295892174,70.28884301
94.32782003,77.66356261
83.46659235,42.3363171
49.88049415,33.2753346
78.66845766,80.43870048
38.73808303,45.91457201
98.38620369,62.63296465
34.2353933,81.75298567
6.301250486,72.37287126
94.65208888,7.620502246
68.87967247,35.30589216
96.7369488,77.44504776
86.49609194,75.82037042
40.0662712,67.90867567
50.77801758,91.93090842
11.19771995,86.63397908
11.67625051,7.363655884
83.18590418,13.85457956
79.53107859,76.95522337
22.30579225,98.97881444
36.83644362,53.39449895
4.91210911,96.07249163
80.97773282,44.67740333
19.240601,86.47748771
65.18357488,44.67393562
76.41810264,57.07658116
57.99961245,10.58799516
24.27668365,92.32894799
11.4514198,95.02797402
38.38446684,51.30104855
61.2779788,46.71282524
4.205414057,57.08258452
48.57903886,98.95084583
64.12065214,7.660917989
82.87215145,43.81588561
46.85145043,69.45272504
59.22246222,59.54631859
33.5019505,62.93792896
21.51942587,13.50840596
37.85976912,9.472924122
49.38563633,64.57396248
25.85579376,51.45666524
1.694533272,40.33816007
68.46259149,65.48824621
60.3163519,33.89627136
62.00522583,17.70722903
75.54768436,10.33129255
40.17496163,0.507998254
40.63509408,47.78660023
26.85402088,89.8052977
0.56928931,41.8971156
40.2819103,33.53237639
40.92482977,4.224967989
63.8477208,32.55441667
44.23756074,53.04098275
38.81410955,44.71661266
41.80516834,22.40874953
12.94167279,68.73016762
31.24006853,32.77224246
84.29850903,79.09543491
37.9197167,71.50273855
31.59722291,31.7562489
63.22722866,79.30598638
68.17164948,40.70442189
76.03494156,77.80355899
68.59343324,18.30576705
31.23592488,65.75936417
13.59820688,81.03977482
96.81077319,61.63988254
42.96729973,61.37416667
10.2611909,95.98187511
1.580342049,45.23184468
83.61343755,12.11016517
48.60443809,18.30962467
5.917700149,46.60656751
80.68781676,6.929807213
29.50745116,25.33165028
77.53363549,34.32750105
98.51907375,76.47368748
10.87824704,76.24688215
34.52271722,60.23835578
90.54291526,17.98356129
78.00087825,68.68680453
89.58781741,63.67807008
68.48523163,27.36770712
10.2396577,37.64749814
20.79826119,25.27590438
14.02358104,6.268332728
28.13426526,38.52850445
11.98124955,58.87633948
4.789716665,93.27813599
79.67821884,50.63860423
11.87275286,17.80439399
40.62106266,18.62518049
64.57076366,30.82743441
44.30534265,86.34794711
84.84937532,14.04250281
23.67453713,70.61793694
59.68897101,57.57509628
16.93761829,89.24996626
5.908632119,86.81678195
72.27701874,75.98183958
55.37331226,38.96033056
38.87239242,50.40298003
86.00783799,83.95202453
5.798282952,3.70369863
90.44311897,25.86127353
93.1540733,49.93869677
44.25570436,37.91159692
16.29310068,94.63374803
67.86835305,40.84476768
88.47790819,69.80796078
29.15200815,16.48366085
45.52741018,93.87186857
4.536044641,27.70649815
0.478018146,60.95822218
1.794066055,56.47212332
47.72137368,62.12965397
93.00221439,73.22526776
83.80661123,83.90302048
53.38255814,29.19371871
5.899260864,72.16715488
68.2150171,70.80994556
85.51150343,49.4817752
55.43015198,59.75140736
29.38641341,82.25013262
41.73368272,79.27329684
64.48581424,45.79145861
5.857006335,21.0565403
98.2975723,29.05253005
26.71220107,58.14961463
61.15944499,75.36777199
34.38883673,39.04006083
37.84577577,72.21051905
64.17188815,10.25576128
59.21351925,67.42082551
42.5001843,74.78782987
6.643439342,90.90875687
47.85430757,35.26987873
42.19943748,33.6388926
22.20795103,45.05169578
78.78975166,18.39909235
62.72423566,0.563488354
19.8876874,96.94780784
82.7445391,88.34660228
6.334186912,20.59458037
75.48233404,36.0718983
34.77921023,40.40453118
82.17769514,29.16544044
49.23354104,85.34223496
29.17695027,30.44698535
83.29553672,2.359623034
95.41904173,29.29679263
7.823337992,12.29531068
46.84261297,39.07906074
3.575041367,80.03220071
97.28543834,97.27818805
2.098135367,22.04501855
79.42472888,23.7492949
45.87449146,69.17248163
56.17199255,44.52611984
60.11274747,41.69386618
82.38157069,43.56797843
49.90624958,38.4178097
28.66373361,19.10047131
85.67593415,81.37696173
99.22008861,27.80866584
65.53899543,57.60098026
42.18672428,47.73150515
22.62530243,18.21020223
99.01611951,11.46662277
82.21710457,90.78384229
84.57987286,93.56930051
60.94599894,73.55398726
43.89552137,43.95405858
84.41517889,26.26035835
2.871679377,52.45415437
94.09805325,20.04789605
56.03529893,3.371462947
19.82445507,63.63871977
35.53942504,83.31304087
68.85610247,96.30525764
37.89524863,0.695520873
19.31620636,87.98821592
5.190721916,54.84798171
22.92831395,54.61291678
15.48382251,83.27233525
1.848697768,18.17174539
56.98700028,59.57612942
26.57985769,6.97846387
64.75465637,21.77532973
35.49748018,98.35922226
23.52378396,44.92749759
93.77103439,26.85639819
59.50651675,63.52391155
84.82071539,98.69163168
0.459584493,31.97263269
2.90422316,67.91883506
68.34033228,32.88215957
3.434950742,20.52543404
26.1618458,82.17728605
95.2403134,7.751386407
36.20084252,23.54145865
6.327538467,97.89128091
97.7807545,75.21281593
97.87737708,75.62188713
14.72768608,82.19550351
48.51412022,52.57422982
27.40503446,4.243047856
51.16783109,16.73622297
2.64449577,27.97252339
4.854974012,2.644535214
60.05571796,48.44365544
90.24895009,38.02909807
65.0479202,67.42606037
20.3892114,19.68940968
72.30328808,26.27055459
25.03142608,6.894220751
88.37792936,14.88312351
91.48178605,78.38291705
4.070664775,20.45468351
8.981979334,42.40803966
76.04575421,26.81664244
20.22969707,29.19726592
79.03871926,72.37223663
4.360179942,12.99773615
39.72624193,65.47992008
10.12158586,29.75592816
58.6247941,68.9286884
81.90963766,72.15497271
50.9280162,57.39024991
65.71241591,21.95761726
27.19799585,10.54919045
33.22153162,31.42583461
3.086410246,25.95496205
0.117049693,52.21642962
95.57125901,57.88570366
89.38551649,72.21411553
79.89875287,36.09048222
44.80867894,89.49350008
86.90128936,11.36130397
77.98110183,6.755153441
40.33832616,41.78264304
10.20973337,68.71694277
